row_hash,empresa,titulo,local,estado,data_abertura,data_fechamento,dias_passados,status,vfn,nota
CidJrOmhCyf0GXVK8eH+rA==,Bradesco Seguros,BRADESCO SEGUROS BLOQUEIA ACESSO A SITE E PREJUDICA CLIENTE,Santana de Parnaíba - SP,SP,2022-05-10,2022-06-29,50,Resolvido,Sim,7
8odo4wkpADYXnN2LOBCtog==,Bradesco Seguros,Bradesco Saúde plano individual dificulta Informe 2021 para IR,Valinhos - SP,SP,2022-04-14,2022-06-03,50,Resolvido,Sim,8
KAw/C1sSK55HzjfzHcUs9w==,Bradesco Seguros,Reembolso não realizado,Rio de Janeiro - RJ,RJ,2022-05-10,2022-06-29,50,Resolvido,Sim,10
x++EnyVyMVUEs5xMpjaEeA==,AIG Seguros Brasil,Bradesco Visa Infinite - Demora no ressarcimento do seguro viagem (auto),São Paulo - SP,SP,2022-04-25,2022-06-14,50,Resolvido,Não,0
1yUbDTI0N/uPuTVfcfyL5Q==,Zurich Brasil Seguros,Atraso em Análise de Sinistro,Belo Horizonte - MG,MG,2022-04-07,2022-05-27,50,Resolvido,Não,4
V+01emGPhIrFRptPtxRvTg==,Tokio Marine Seguradora,conserto do carro parado na oficina porque a seguradora não enviou as peças,Canoas - RS,RS,2022-04-11,2022-05-31,50,Resolvido,Não,1
hwh9KMxNL+IY3EhyvrjwBQ==,Tokio Marine Seguradora,Pedido de socorro,Mogi das Cruzes - SP,SP,2022-04-05,2022-05-25,50,Não resolvido,Sim,5
wqpWgzTIZ2JPVyOQIrA9TQ==,Youse Seguros,Valor absurdo na renovação,Rio de Janeiro - RJ,RJ,2022-05-01,2022-06-20,50,Não resolvido,Não,0
yXwm7Ydh1++5xsmkoVNKmQ==,Bradesco Seguros,Reembolso Psicoterapia Não Reembolsado sem explicação,São Paulo - SP,SP,2022-04-29,2022-06-17,49,Não resolvido,Não,0
XWava57mHOpvlVm7ABWJ1g==,Bradesco Seguros,BRADESCO SAUDE,São Paulo - SP,SP,2022-05-12,2022-06-30,49,Não resolvido,Não,2
qMNLAuU1ZQ4DLC7I1+A+HA==,Bradesco Seguros,FALTA DE RETORNO SINISTRO SEGURO,Vinhedo - SP,SP,2022-04-22,2022-06-10,49,Resolvido,Não,0
VY7jyTD+o4J1oy0HULrftw==,Tokio Marine Seguradora,Cancelamento de Apólice - Demora no Encerramento de Sinistro,São José dos Campos - SP,SP,2022-05-05,2022-06-23,49,Resolvido,Sim,8
BsQCKeERUgLpkT62lAv8GQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Demora no envio do guicho,Taboão da Serra - SP,SP,2022-04-04,2022-05-23,49,Resolvido,Sim,8
+Tu/6ZZeFq6NwTNRO5yhAg==,Bradesco Seguros,COBRANÇA EM FOLHA DE PAGAMENTO DE SERVIÇO NAO REALIZADO,Santos - SP,SP,2022-05-03,2022-06-21,49,Resolvido,Sim,8
MzttsA9THjmTUIhwe8Qrpw==,Bradesco Seguros,Reembolso passou do tempo sem motivo,Ribeirão Preto - SP,SP,2022-05-04,2022-06-22,49,Resolvido,Sim,10
aczocfgHyC27Z0rd7dK0Yg==,MAPFRE Seguros,"Mapre não responde, Documentação recebida pela seguradora há mais de 34 dias",Francisco Beltrão - PR,PR,2022-04-25,2022-06-13,49,Resolvido,Não,4
x++EnyVyMVUEs5xMpjaEeA==,AIG Seguros Brasil,Bradesco Visa Infinite - Demora no ressarcimento do seguro viagem (auto),São Paulo - SP,SP,2022-04-26,2022-06-14,49,Resolvido,Não,0
9CvPxhL9XRI3/bj1D/XIbA==,Bradesco Seguros,Seguro de Vida,São Paulo - SP,SP,2022-04-13,2022-06-01,49,Resolvido,Não,0
2fO33bl/ALLyE/pE2kXmXg==,Bradesco Seguros,"Carro parado há 6 meses, pior seguro.",Belém - PA,PA,2022-04-14,2022-06-02,49,Resolvido,Não,0
mx7f+xh4oKxAOJnaMM22dg==,Azul Seguros,Reparos autorizados e carro não entregue,Divinésia - MG,MG,2022-05-11,2022-06-29,49,Não resolvido,Não,0
gSpYXEubOAKOtrRoABeIpQ==,Porto Seguro,Falta de qualidade no serviço,São Paulo - SP,SP,2022-04-06,2022-05-25,49,Não resolvido,Não,0
EBf9FRuEfhmRhQsykmzJCw==,AIG Seguros Brasil,Atraso no pagamento do sinistro,Batatais - SP,SP,2022-04-09,2022-05-28,49,Não resolvido,Não,0
aWJBFeqm9UcqTOgfgGyWnA==,Zurich Brasil Seguros,Carta de anuência,Resende - RJ,RJ,2022-05-11,2022-06-29,49,Não resolvido,Não,0
CccgWDJCjDHfY7jZWOkhVQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Péssima jornada e experiência do cliente no serviço de assistência 24 horas Allianz!,Franca - SP,SP,2022-05-06,2022-06-24,49,Não resolvido,Não,2
p51sLLAKv8gkzDRn5npfoQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",CANCELAMENTO UNILATERAL DE SEGURO VEICULAR,Criciúma - SC,SC,2022-04-19,2022-06-07,49,Não resolvido,Não,0
i/sm5OqQkQcpDSX2ZisXMg==,Bradesco Seguros,SINISTRO DE DOIS ANOS ATRAS E AINDA NAO RECEBEMOS,São Caetano do Sul - SP,SP,2022-05-14,2022-07-02,49,Não resolvido,Não,9
oOrdrJr+2IJ9SR4hWDLhGA==,HDI Seguros,Solicitei um guincho e não veio,Recife - PE,PE,2022-05-01,2022-06-18,48,Resolvido,Sim,10
CsDqZ+rbmLUlmlGya34Qrw==,Porto Seguro,Cancelamento de seguro de celular,Nova Friburgo - RJ,RJ,2022-04-29,2022-06-16,48,Resolvido,Sim,10
3O777Xd/5gBBhZcN0ZvQ1w==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",deposito do reembolso NAO EFETUADO,Belo Horizonte - MG,MG,2022-05-05,2022-06-22,48,Resolvido,Sim,7
3omXjMXupwcBthz8CnOY+g==,Bradesco Seguros,Não tem Credenciados,Louveira - SP,SP,2022-05-26,2022-07-13,48,Resolvido,Sim,3
AqxU1j+g/EMzxQtU+xJGkA==,Bradesco Seguros,Reembolso,São Paulo - SP,SP,2022-05-19,2022-07-06,48,Resolvido,Sim,10
vIRP9ON8QotJEy0rzDh0iQ==,Porto Seguro,"Porto Seguro se nega a autorizar conserto de veículo, mesmo após vistoria autorizada",São Paulo - SP,SP,2022-03-29,2022-05-16,48,Resolvido,Não,0
byrNDKVrXvigT9KqJzgyEA==,Bradesco Seguros,Extrato IR Bradesco Saúde,Lapa - PR,PR,2022-05-10,2022-06-27,48,Resolvido,Não,5
TPYnE9GPvZtwRjf+eVhs7A==,HDI Seguros,PESSIMA EXPERIÊNCIA COM A HDI - NUNCA MAIS,Pau dos Ferros - RN,RN,2022-04-28,2022-06-15,48,Não resolvido,Não,0
I/8c+cIkFGcNfMOSGtGgAg==,Tokio Marine Seguradora,Seguro cancelado por falha na vistoria,Rio de Janeiro - RJ,RJ,2022-05-11,2022-06-28,48,Não resolvido,Não,0
smtuFZtbp8fb2Xpanjp0cw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",ATENDIMENTO NEGADO PELA ALLIANZ,Recife - PE,PE,2022-04-15,2022-06-02,48,Não resolvido,Não,0
POu3zxjgEPpr3lWaoBT1Pg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Negaram o taxi pra recuperar o veículo na oficina.,S.Sebastião do Maranhão - MG,MG,2022-05-16,2022-07-03,48,Não resolvido,Não,0
/gjaqRz1FAtYms3vAqy3fQ==,Bradesco Seguros,Nao consigo logar,São Paulo - SP,SP,2022-04-20,2022-06-06,47,Resolvido,Sim,2
6vKVL6KXteL/NYaVFC+OAg==,HDI Seguros,Ausência de guincho e transtorno!!,São Paulo - SP,SP,2022-05-11,2022-06-27,47,Resolvido,Sim,8
OVYVf37z5ocjqZkjnPQBcQ==,Bradesco Seguros,Agendamento cancelado,Igarapé - MG,MG,2022-05-06,2022-06-22,47,Resolvido,Sim,10
3dr67KWHqMTSOwiKlWX+ig==,Bradesco Seguros,Demora para obter resposta .,Blumenau - SC,SC,2022-05-20,2022-07-06,47,Resolvido,Sim,10
SIivgOhDY31QVhl4Nzn/mA==,HDI Seguros,NOVO HYUNDAI CRETA AGUARNDADO CONSERTO DESDE DE 03/03/2022,Serra - ES,ES,2022-05-12,2022-06-28,47,Resolvido,Não,6
aupon7wqtgFGFru3MwlipQ==,HDI Seguros,Libera meu conserto,Contagem - MG,MG,2022-04-06,2022-05-23,47,Resolvido,Não,10
2aHwJ9D7BcNVG01sFQiWbg==,Zurich Brasil Seguros,CELULAR GARANTIA ESTENDIDA. NÃO REPARARAM A CONTENTO,Salvador - BA,BA,2022-05-13,2022-06-29,47,Resolvido,Não,0
U38FIqLNQHO/L2u4c7FTrA==,Zurich Brasil Seguros,Não consigo contato com a Ouvidoria,Francisco Beltrão - PR,PR,2022-04-27,2022-06-13,47,Resolvido,Não,2
ENH7q/yg5IEq+vnf4CFsoA==,MAPFRE Seguros,Descaso e Falta de Atendimento,Sorocaba - SP,SP,2022-03-31,2022-05-17,47,Não resolvido,Não,2
6kOgvxKb+ffDb8SXPOhDxA==,AIG Seguros Brasil,Demora no pagamento do seguro proteção de preço,Cristalândia - TO,TO,2022-03-27,2022-05-13,47,Não resolvido,Não,0
ORLKcOYdeeOSI3lR1UuGNQ==,AIG Seguros Brasil,Atraso SPP - VISA,Hortolândia - SP,SP,2022-03-31,2022-05-17,47,Não resolvido,Não,0
fdnEEpU9LeJvqDvcPfEFSA==,Azul Seguros,Não consigo ser atendido.,Uberlândia - MG,MG,2022-04-14,2022-05-30,46,Resolvido,Sim,8
v0y8iS1D0/7jXrmpoftnSg==,Porto Seguro,Descaso no atendimento - conserto residencial,São Paulo - SP,SP,2022-03-28,2022-05-13,46,Resolvido,Sim,10
9opsY6Q9JzVCYjUTf7qybQ==,AIG Seguros Brasil,Pagamento em atraso proteção de preço,Vitória - ES,ES,2022-04-28,2022-06-13,46,Resolvido,Sim,10
xzjIqv3O9lCCH8t6cJAHwQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Aguardando peças que já constam como entregues,Rio de Janeiro - RJ,RJ,2022-04-14,2022-05-30,46,Resolvido,Sim,7
4bNIlULR/ZHkWPTkjE4jrQ==,Bradesco Seguros,Cirurgia refrativa LASIK reembolso apenas 30%,São Paulo - SP,SP,2022-04-12,2022-05-28,46,Resolvido,Sim,3
MP6/x3/d+oX45fTY/AfkeA==,Bradesco Seguros,Informe para o Imposto de renda Bradesco Saúde,Serrinha - BA,BA,2022-05-20,2022-07-05,46,Resolvido,Sim,9
3wHFP5oP2tQZ8af73UHVUQ==,Azul Seguros,Demora na liberação do conserto,São Paulo - SP,SP,2022-04-22,2022-06-07,46,Resolvido,Não,4
Op0P1cbCsZunpQJoPwM4bA==,Zurich Brasil Seguros,Reembolso de Lucros Cessantes,Guarulhos - SP,SP,2022-04-29,2022-06-14,46,Resolvido,Não,0
b49zzSt45CX5ALYfwiLJPg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Não resolução de sinistro,Amparo - SP,SP,2022-04-28,2022-06-13,46,Resolvido,Não,1
Z1BLvrxNaLObK6IbH6pMPQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Socorro Guincho,Campinas - SP,SP,2022-03-31,2022-05-16,46,Resolvido,Não,1
H+s+I9zxTy+BihnloXZnVg==,Azul Seguros,Não paga o sinistro que rege no contrato e muita demora (2 meses ) para arrumar o carro.,Goiânia - GO,GO,2022-05-10,2022-06-25,46,Não resolvido,Não,1
PubsN8TOA7MW8oSJXCO9WA==,AIG Seguros Brasil,Sinistro aberto em 20/03 sem resolução,Niterói - RJ,RJ,2022-05-05,2022-06-20,46,Não resolvido,Não,0
ucdvSmiVs+yz4mztGIDviQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Multas em Aberto de veiculo leiloado - Sulamerica Seguros,Rio de Janeiro - RJ,RJ,2022-04-07,2022-05-23,46,Não resolvido,Não,5
O46Vcsy80D3Nne7FbHPE/w==,Bradesco Seguros,Apólice 900330 - Negativa de informação sobre o contrato,Rio de Janeiro - RJ,RJ,2022-04-20,2022-06-04,45,Resolvido,Sim,4
631Ua2qLMO/kD027kAmDnQ==,Bradesco Seguros,Para-brisa,Santo André - SP,SP,2022-04-29,2022-06-13,45,Não resolvido,Não,0
WamiY4bpePwvqewju8Gghg==,AIG Seguros Brasil,Pagamento do seguro proteção de preço,Itaquaquecetuba - SP,SP,2022-05-17,2022-07-01,45,Resolvido,Sim,3
kHtb8K0X9O5faz2Gi3/wyw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Processo n 264551830 - Allianz Seguros,Rio de Janeiro - RJ,RJ,2022-04-09,2022-05-24,45,Resolvido,Sim,10
IfyOZjX8ijcDA9ks9vYACQ==,Tokio Marine Seguradora,VALOR DO LUCRO CESSANTE RIDICULO!!,Porto Alegre - RS,RS,2022-04-26,2022-06-10,45,Resolvido,Não,8
ZNXnZdkwvPmI/NeqVmK+CQ==,HDI Seguros,Demora na entrega do meu carro,Campestre - AL,AL,2022-04-15,2022-05-30,45,Não resolvido,Não,4
QjxlVX51s8LrtlnpqPeq4A==,AIG Seguros Brasil,Demora da analise,Jaboatão dos Guararapes - PE,PE,2022-05-14,2022-06-28,45,Não resolvido,Não,2
K3eN3DIc5Qs5iyNgixslBQ==,Bradesco Seguros,Bradesco não autoriza exames,Cariacica - ES,ES,2022-05-12,2022-06-25,44,Não resolvido,Não,0
ZHZx1Gxg7t1xOYQaVhJKsA==,HDI Seguros,Sem comprometimento com cliente,São Paulo - SP,SP,2022-03-28,2022-05-11,44,Resolvido,Sim,0
yc3LI5mucS7NYrJ4ZQJgtg==,Azul Seguros,COBRANÇA INDEVIDA DE SEGURO,São Paulo - SP,SP,2022-04-21,2022-06-04,44,Resolvido,Sim,5
BQkbpzt4aHcLcnsv6z4CIA==,Azul Seguros,"Dei entrada com um sinistro do meu carro em 05/02/2022, segurado pela Cia Azul Seguros. A Cia demorou mais de 50 dias para declarar perda total e agora está a 7 me pedindo um boletim médico de um atendimento que não houve e já foi informada que não houve",Niterói - RJ,RJ,2022-03-29,2022-05-12,44,Resolvido,Sim,7
96MkehtqC175oPVcJScJ9A==,Azul Seguros,Não informam data de chegada das peças,Franco da Rocha - SP,SP,2022-05-17,2022-06-30,44,Resolvido,Sim,9
DyStWD89ImIY8Q/LIvnOVQ==,Porto Seguro,Envio de SPAM novamente,Belo Horizonte - MG,MG,2022-04-26,2022-06-09,44,Resolvido,Sim,8
Uoy9KGn8pu/At1NLMYAdaw==,Porto Seguro,SMS,Cachoeiro de Itapemirim - ES,ES,2022-05-07,2022-06-20,44,Resolvido,Sim,10
UhjrwA5llfsCS4vrP4ufZA==,Youse Seguros,Falta de atendimento,Porto Alegre - RS,RS,2022-05-02,2022-06-15,44,Resolvido,Sim,5
fBy9RPn03EwIj7H7duGsJQ==,AIG Seguros Brasil,Não depositaram Seguro Proteção de Preco,Belo Horizonte - MG,MG,2022-04-27,2022-06-10,44,Resolvido,Sim,8
LO21IpCTjzwFIb96SsiYTg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.","descaso, atraso, qualidade atendimento",Niterói - RJ,RJ,2022-04-19,2022-06-02,44,Resolvido,Sim,1
GCN0Drz4tUk8xHZse4M6Qg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Descaso com segurado,Nova Iguaçu - RJ,RJ,2022-04-04,2022-05-18,44,Resolvido,Sim,7
YsP4Mt2oYG9q+R9gEPGtKg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Reboque demora,Olinda - PE,PE,2022-03-28,2022-05-11,44,Resolvido,Sim,8
snHuMkFSVaysQcrYFJnkBg==,Bradesco Seguros,Não recomendo o seguro do Bradesco,Osasco - SP,SP,2022-05-25,2022-07-08,44,Resolvido,Sim,10
d/d1vO5JauNS3bWVj/QlQg==,Bradesco Seguros,Bradesco Saúde - não dá carteirinha física e site indisponível,Salvador - BA,BA,2022-05-23,2022-07-06,44,Resolvido,Sim,8
n9phY4YAbSMVi3ysMvj/mw==,Bradesco Seguros,"Preciso realizar uma cirurgia reparadora de mama, pós bariatrica e o plano não autorizou os códigos solicitados pelo meu médico",Rio de Janeiro - RJ,RJ,2022-05-02,2022-06-15,44,Resolvido,Sim,10
yI0GRdA9ct30Uf9lVJTtlQ==,Bradesco Seguros,Assistência 24hs não prestada,Belo Horizonte - MG,MG,2022-05-02,2022-06-15,44,Resolvido,Não,0
Oo2ho8EDLEhsNo3EVyCEyw==,HDI Seguros,LIBERAÇÃO DE CONSERTO DE VEICULO,Carapicuíba - SP,SP,2022-04-06,2022-05-20,44,Não resolvido,Não,2
4zGfeswQz8GxskCBIX5Buw==,Porto Seguro,Lucros cessantes,São José dos Campos - SP,SP,2022-04-30,2022-06-13,44,Não resolvido,Não,0
gdoRc6WxGgam8vZlJxMSPQ==,AIG Seguros Brasil,Seguro proteção de preços VISA não pago,Jaraguá do Sul - SC,SC,2022-05-02,2022-06-15,44,Não resolvido,Não,0
eW6Wu3+aeXqRdq6FEPvqtw==,AIG Seguros Brasil,Demora na analise de sinistro,Santa Maria - RS,RS,2022-04-26,2022-06-09,44,Não resolvido,Não,4
lz+/4mEwRlSIyroEyYOPRQ==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Descaso e desrespeito para com o segurado,Fortaleza - CE,CE,2022-04-02,2022-05-16,44,Não resolvido,Não,0
alUyeAlZCfkUP70uDkMqjg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Prazo resolução sinistro,Uberlândia - MG,MG,2022-04-20,2022-06-03,44,Não resolvido,Não,0
HTXdtNp2j+mQJ8aP13EHlw==,Bradesco Seguros,Pessario não coberto pelo convenio,Camaçari - BA,BA,2022-04-19,2022-06-01,43,Não resolvido,Não,0
tXVSN0PrwNQcrccD+sstPA==,Bradesco Seguros,Seguro auto,Jundiaí - SP,SP,2022-04-27,2022-06-09,43,Não resolvido,Não,0
Jsu9vUe+EHDbl/Opw0DELA==,Porto Seguro,Péssimo atendimento e cancelamento sucessivos de agendamentos.,Itanhaém - SP,SP,2022-05-10,2022-06-22,43,Resolvido,Sim,5
Q0nkQkAOPfo0gF8zuZQstQ==,MAPFRE Seguros,Paguei uma garantia estendida e a seguradora está me enrolando.,Governador Valadares - MG,MG,2022-04-12,2022-05-25,43,Resolvido,Sim,10
YBg1IkXemVN/12qWuLGSWQ==,AIG Seguros Brasil,Atraso no pagamento da Proteção de Preço,Anápolis - GO,GO,2022-05-10,2022-06-22,43,Resolvido,Sim,6
YM0odkX0xFeWP9G+x/RBXg==,Zurich Brasil Seguros,Protocolo de atendimento aberto eternamente,Hortolândia - SP,SP,2022-05-16,2022-06-28,43,Resolvido,Sim,7
7ZELkbnXXD9m4yyuxcjDJQ==,Tokio Marine Seguradora,CONTA DE ENERGIA DE SHOPPING,Campo Grande - MS,MS,2022-05-09,2022-06-21,43,Resolvido,Sim,2
J5sBc5vXP1mCFsRT2QtJ0Q==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.","Cobrou pelo serviço (troca de peça), mas, manteve a peça original",Jundiaí - SP,SP,2022-05-06,2022-06-18,43,Resolvido,Sim,7
AF4vZ+hSWPnm5onJKN+DsQ==,AIG Seguros Brasil,Empresa não paga sinistro aprovado,Salvador - BA,BA,2022-04-05,2022-05-18,43,Resolvido,Não,0
xSjhD+HgB1lOtiHUyzuCJg==,Azul Seguros,"ENROLADOS E DESINFORMADOS , SÓ MARKETING NO BBB",Curitiba - PR,PR,2022-04-20,2022-06-02,43,Não resolvido,Não,0
2vOW0tjxAcx7T/pkl5S63A==,Azul Seguros,Azul Seguro ( desrespeito com segurado),São Paulo - SP,SP,2022-04-29,2022-06-11,43,Não resolvido,Não,0
45uTCTdHm0JX7RaLptgoFA==,MAPFRE Seguros,"Ressarcimento de Franquia paga pela segurada,",Porto Velho - RO,RO,2022-04-27,2022-06-09,43,Não resolvido,Não,0
unKJCbOs6hoW7ggASFiOww==,Zurich Brasil Seguros,Reparamos sinistro por inteiro e recebemos parcialmente.,Belo Horizonte - MG,MG,2022-03-30,2022-05-12,43,Não resolvido,Não,0
h9rikgFv9QKDX7qIiy6V+Q==,Tokio Marine Seguradora,Sinistro,Aracaju - SE,SE,2022-04-19,2022-06-01,43,Não resolvido,Não,0
cg7MPuR0B496MXY3sCyeQQ==,Bradesco Seguros,ALTERAÇÃO DE E-MAIL BUROCRÁTICA,Rio de Janeiro - RJ,RJ,2022-05-06,2022-06-17,42,Não resolvido,Não,0
cIucLi4QloLR9+Sxp4sMQw==,Bradesco Seguros,Bradesco Seguros não aceita cancelamento,Niterói - RJ,RJ,2022-04-24,2022-06-05,42,Resolvido,Não,0
QFhe9xJ1/VbbrI7vJnIguQ==,Bradesco Seguros,Autorização negada para exame,Camaçari - BA,BA,2022-04-25,2022-06-06,42,Não resolvido,Não,0
0srTh/4Rp36bGV6D1P6jBg==,Bradesco Seguros,Atendimento não prestado,Itaquaquecetuba - SP,SP,2022-04-29,2022-06-10,42,Resolvido,Não,0
oXXxO0euVVyMKcVyVO2uww==,HDI Seguros,Seguro Residencial Prazos Absurdos,Santos - SP,SP,2022-03-28,2022-05-09,42,Resolvido,Sim,7
+/wqvI+Dyh9ITNtc21xCMg==,HDI Seguros,SINISTRO 010035351169644,Massaranduba - SC,SC,2022-05-06,2022-06-17,42,Resolvido,Sim,9
4omlTmhkOQlrfpJdcTgb3w==,Porto Seguro,Não quero receber mais SMS da Porto seguro,Brasília - DF,DF,2022-04-28,2022-06-09,42,Resolvido,Sim,10
cHKYpuQXuMiHqPaatJ3trQ==,MAPFRE Seguros,MAPFRE SEGUROS GERAIS S.A,Palhoça - SC,SC,2022-04-22,2022-06-03,42,Resolvido,Sim,1
DMgchTsyW3DEW+WIkdjn9A==,Zurich Brasil Seguros,Desrespeito com terceiro,Belo Horizonte - MG,MG,2022-04-11,2022-05-23,42,Resolvido,Sim,7
DOvp8H62inBTjscLcJvxsQ==,Tokio Marine Seguradora,Péssimo atendimento,São Paulo - SP,SP,2022-04-28,2022-06-09,42,Resolvido,Sim,5
EtL/O5Ur09pUKoOoH5LCCg==,Tokio Marine Seguradora,Falta de compromisso com a disponibilização de reboque.,Itabira - MG,MG,2022-04-18,2022-05-30,42,Resolvido,Sim,6
rzJs0eObFrGrKU23upEtFg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Estorno não realizado,Paulista - PE,PE,2022-04-07,2022-05-19,42,Resolvido,Sim,7
IiO1hBXxC+17iMBgkYcC6g==,Bradesco Seguros,Bradesco saúde em colapso,São Paulo - SP,SP,2022-05-31,2022-07-12,42,Resolvido,Sim,6
JNEU/8V/IlDTXOgmdOzanQ==,Bradesco Seguros,Bradesco saude liberou cirurgia sem material,São Paulo - SP,SP,2022-05-10,2022-06-21,42,Resolvido,Sim,10
DMCwVGQPdgh6uNL747jlCg==,HDI Seguros,Sem resposta,Alfenas - MG,MG,2022-05-13,2022-06-24,42,Resolvido,Não,5
W4gU1y6DV4ZB6sru/FI1MQ==,Porto Seguro,Carro parado há 5 meses,Goiânia - GO,GO,2022-03-29,2022-05-10,42,Resolvido,Não,0
2MiDx/16uj2DSWVPdJC/uw==,MAPFRE Seguros,Mapfre negou o reparo do meu carro,Imperatriz - MA,MA,2022-04-13,2022-05-25,42,Resolvido,Não,0
VVi8PTCvwXtS2gCThZogfg==,MAPFRE Seguros,seguro ineficaz,Rio de Janeiro - RJ,RJ,2022-04-06,2022-05-18,42,Resolvido,Não,7
y9ZxzYoCyXeeKqIJ/SICNQ==,Tokio Marine Seguradora,Não esta trocando as peças danificadas que a oficina condenou no sinistro.,Imperatriz - MA,MA,2022-04-11,2022-05-23,42,Resolvido,Não,5
Au35RqJ1xpx8ZFbcUjYILA==,Bradesco Seguros,Cobrança indevida e não cumprimento de prazo,Rio do Sul - SC,SC,2022-05-24,2022-07-05,42,Resolvido,Não,7
RVo5vbW1u9qHWvM079ib7A==,Azul Seguros,Não quer pagar o terceiro,São Bernardo do Campo - SP,SP,2022-04-30,2022-06-11,42,Não resolvido,Não,0
Prb8AKiWF/MAsqPQ5GQ+jQ==,MAPFRE Seguros,Notebook queimado que a mafre não quer pagar,São Vicente - SP,SP,2022-04-04,2022-05-16,42,Não resolvido,Não,0
DDxsyOnTcBd7bXHiEh5WyA==,MAPFRE Seguros,Cobrança em duplicidade sem estorno,Vinhedo - SP,SP,2022-04-22,2022-06-03,42,Não resolvido,Não,0
+X95oHczi1Hi8saPIEeyog==,AIG Seguros Brasil,Atrazo no pagamento do sinistro,Bento Gonçalves - RS,RS,2022-05-16,2022-06-27,42,Não resolvido,Não,0
0xQm+6cAEVDRoi1KclRpmw==,Zurich Brasil Seguros,Não consertaram só trocaram o HD 500 por outro,Palmas - TO,TO,2022-04-19,2022-05-31,42,Não resolvido,Não,0
wr8fi6wDIcs+30bBRIA8Vg==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Sinistro,São Paulo - SP,SP,2022-05-13,2022-06-24,42,Não resolvido,Não,0
5fCyvFK5r3nqeUhD6J+vHw==,"Allianz Seguros e SulAmérica Auto, Residencial e Condomínio.",Quando precisamos não temos o que contratamos,Maringá - PR,PR,2022-05-06,2022-06-17,42,Não resolvido,Não,0
wmFI38SLD1QD77IqRqjoqw==,Bradesco Seguros,Reembolso não pago e Reclamação na ANS,Rio de Janeiro - RJ,RJ,2022-05-10,2022-06-21,42,Não resolvido,Não,0
GFGUDmWPcTA0751NYJ4Xsw==,Bradesco Seguros,Recebimento de serviço prestado a seguradora,BRASILIA - DF,DF,2022-05-17,2022-06-28,42,Não resolvido,Não,0
17f+UEJYrLA/PUrrpR6I9A==,Bradesco Seguros,Reembolso cirurgia + anestesia + instrumentadora,Rio de Janeiro - RJ,RJ,2022-04-13,2022-05-24,41,Não resolvido,Não,0
NgB4zOvAKJoaGVSQ3fXZ3g==,Bradesco Seguros,"informações erradas, ganancia, avareza,",São Paulo - SP,SP,2022-04-19,2022-05-30,41,Não resolvido,Não,0
l7zfCyeyZon+EH4TX0gEYA==,Bradesco Seguros,"Serviços PÉSSIMOS, atendimento HORROROSO!!!",São Paulo - SP,SP,2022-04-28,2022-06-08,41,Não resolvido,Não,1
GnyFtpHuLnJn9z4yy+RjmA==,HDI Seguros,3h de espera para o reboque.,São José dos Campos - SP,SP,2022-05-18,2022-06-28,41,Resolvido,Sim,8
BZJ9GHBHcpMujR582J5pyw==,Azul Seguros,TROCA DA LATERNA DA DOBLÔ PELA SEGURADORA,São Paulo - SP,SP,2022-04-29,2022-06-09,41,Resolvido,Sim,3
5j+EnOXrTYK5AO1hX3CcKQ==,Porto Seguro,COBRANÇA INDEVIDA - PORTO SEGURO VIDA,Taboão da Serra - SP,SP,2022-05-11,2022-06-21,41,Resolvido,Sim,6
ycp3D8qr3fnI+zleZ6d6/A==,Porto Seguro,Péssimo atendimento,São Paulo - SP,SP,2022-04-26,2022-06-06,41,Resolvido,Sim,7
fmo1NmKK82kK/62cPIvpGg==,Porto Seguro,Renovação de Seguro sem aviso prévio pela corretora.,São Paulo - SP,SP,2022-03-31,2022-05-11,41,Resolvido,Sim,10
wZeLS6y+3XnZ9xWaFjNt1Q==,Zurich Brasil Seguros,geladeira nova porém não está gelando!,São Pedro da Aldeia - RJ,RJ,2022-04-15,2022-05-26,41,Resolvido,Sim,10
AgGrsMUxZuLq0uy4h0d56A==,Zurich Brasil Seguros,Cancelamento seguro c6,Rio de Janeiro - RJ,RJ,2022-04-26,2022-06-06,41,Resolvido,Sim,10
